date,BTC,Gold
2021-01-27,30432.54687500,1844.90002441
2021-01-28,33466.09765625,1837.90002441
2021-01-29,34316.38671875,1847.30004883
2021-01-30,34269.52343750,
2021-01-31,33114.35937500,
2021-02-01,33537.17578125,1860.80004883
2021-02-02,35510.28906250,1830.50000000
2021-02-03,37472.08984375,1832.19995117
2021-02-04,36926.06640625,1788.90002441
2021-02-05,38144.30859375,1810.90002441
2021-02-06,39266.01171875,
2021-02-07,38903.44140625,
2021-02-08,46196.46484375,1831.90002441
2021-02-09,46481.10546875,1835.30004883
2021-02-10,44918.18359375,1840.59997559
2021-02-11,47909.33203125,1824.90002441
2021-02-12,47504.85156250,1821.59997559
2021-02-13,47105.51562500,
2021-02-14,48717.28906250,
2021-02-15,47945.05859375,
2021-02-16,49199.87109375,1797.19995117
2021-02-17,52149.00781250,1771.09997559
2021-02-18,51679.79687500,1773.40002441
2021-02-19,55888.13281250,1775.80004883
2021-02-20,56099.51953125,
2021-02-21,57539.94531250,
2021-02-22,54207.32031250,1806.69995117
2021-02-23,48824.42578125,1804.40002441
2021-02-24,49705.33203125,1796.40002441
2021-02-25,47093.85156250,1774.40002441
2021-02-26,46339.76171875,1728.09997559
2021-02-27,46188.45312500,
2021-02-28,45137.76953125,
2021-03-01,49631.24218750,1722.50000000
2021-03-02,48378.98828125,1733.09997559
2021-03-03,50538.24218750,1715.30004883
2021-03-04,48561.16796875,1700.19995117
2021-03-05,48927.30468750,1698.00000000
2021-03-06,48912.38281250,
2021-03-07,51206.69140625,
2021-03-08,52246.52343750,1677.69995117
2021-03-09,54824.11718750,1716.59997559
2021-03-10,56008.55078125,1721.50000000
2021-03-11,57805.12109375,1722.30004883
2021-03-12,57332.08984375,1719.50000000
2021-03-13,61243.08593750,
2021-03-14,59302.31640625,
2021-03-15,55907.19921875,1728.90002441
2021-03-16,56804.90234375,1730.59997559
2021-03-17,58870.89453125,1726.80004883
2021-03-18,57858.92187500,1732.19995117
2021-03-19,58346.65234375,1741.40002441
2021-03-20,58313.64453125,
2021-03-21,57523.42187500,
2021-03-22,54529.14453125,1737.80004883
2021-03-23,54738.94531250,1724.69995117
2021-03-24,52774.26562500,1732.90002441
2021-03-25,51704.16015625,1724.90002441
2021-03-26,55137.31250000,1732.19995117
2021-03-27,55973.51171875,
2021-03-28,55950.74609375,
2021-03-29,57750.19921875,1712.09997559
2021-03-30,58917.69140625,1683.90002441
2021-03-31,58918.83203125,1713.80004883
2021-04-01,59095.80859375,1726.50000000
2021-04-02,59384.31250000,
2021-04-03,57603.89062500,
2021-04-04,58758.55468750,
2021-04-05,59057.87890625,1727.00000000
2021-04-06,58192.35937500,1741.50000000
2021-04-07,56048.93750000,1740.09997559
2021-04-08,58323.95312500,1756.80004883
2021-04-09,58245.00390625,1743.30004883
2021-04-10,59793.23437500,
2021-04-11,60204.96484375,
2021-04-12,59893.45312500,1731.19995117
2021-04-13,63503.45703125,1746.19995117
2021-04-14,63109.69531250,1734.90002441
2021-04-15,63314.01171875,1765.40002441
2021-04-16,61572.78906250,1779.00000000
2021-04-17,60683.82031250,
2021-04-18,56216.18359375,
2021-04-19,55724.26562500,1769.40002441
2021-04-20,56473.03125000,1777.30004883
2021-04-21,53906.08984375,1792.30004883
2021-04-22,51762.27343750,1781.19995117
2021-04-23,51093.65234375,1777.00000000
2021-04-24,50050.86718750,
2021-04-25,49004.25390625,
2021-04-26,54021.75390625,1779.19995117
2021-04-27,55033.11718750,1778.00000000
2021-04-28,54824.70312500,1773.19995117
2021-04-29,53555.10937500,1768.09997559
2021-04-30,57750.17578125,1767.30004883
2021-05-01,57828.05078125,
2021-05-02,56631.07812500,
2021-05-03,57200.29296875,1791.40002441
2021-05-04,53333.53906250,1775.80004883
2021-05-05,57424.00781250,1784.09997559
2021-05-06,56396.51562500,1815.50000000
2021-05-07,57356.40234375,1831.09997559
2021-05-08,58803.77734375,
2021-05-09,58232.31640625,
2021-05-10,55859.79687500,1837.50000000
2021-05-11,56704.57421875,1835.90002441
2021-05-12,49150.53515625,1822.59997559
2021-05-13,49716.19140625,1823.80004883
2021-05-14,49880.53515625,1837.90002441
2021-05-15,46760.18750000,
2021-05-16,46456.05859375,
2021-05-17,43537.51171875,1867.50000000
2021-05-18,42909.40234375,1867.80004883
2021-05-19,37002.44140625,1881.30004883
2021-05-20,40782.73828125,1881.80004883
2021-05-21,37304.69140625,1876.69995117
2021-05-22,37536.63281250,
2021-05-23,34770.58203125,
2021-05-24,38705.98046875,1884.59997559
2021-05-25,38402.22265625,1898.09997559
2021-05-26,39294.19921875,1901.30004883
2021-05-27,38436.96875000,1895.69995117
2021-05-28,35697.60546875,1902.50000000
2021-05-29,34616.06640625,
2021-05-30,35678.12890625,
2021-05-31,37332.85546875,
2021-06-01,36684.92578125,1902.90002441
2021-06-02,37575.17968750,1907.50000000
2021-06-03,39208.76562500,1871.19995117
2021-06-04,36894.40625000,1889.80004883
2021-06-05,35551.95703125,
2021-06-06,35862.37890625,
2021-06-07,33560.70703125,1896.80004883
2021-06-08,33472.63281250,1892.19995117
2021-06-09,37345.12109375,1893.19995117
2021-06-10,36702.59765625,1894.19995117
2021-06-11,37334.39843750,1877.40002441
2021-06-12,35552.51562500,
2021-06-13,39097.85937500,
2021-06-14,40218.47656250,1864.00000000
2021-06-15,40406.26953125,1854.50000000
2021-06-16,38347.06250000,1859.50000000
2021-06-17,38053.50390625,1773.80004883
2021-06-18,35787.24609375,1767.90002441
2021-06-19,35615.87109375,
2021-06-20,35698.29687500,
2021-06-21,31676.69335938,1781.80004883
2021-06-22,32505.66015625,1776.30004883
2021-06-23,33723.02734375,1782.30004883
2021-06-24,34662.43750000,1775.59997559
2021-06-25,31637.77929688,1776.59997559
2021-06-26,32186.27734375,
2021-06-27,34649.64453125,
2021-06-28,34434.33593750,1779.59997559
2021-06-29,35867.77734375,1762.80004883
2021-06-30,35040.83593750,1770.80004883
2021-07-01,33572.11718750,1775.90002441
2021-07-02,33897.04687500,1782.59997559
2021-07-03,34668.54687500,
2021-07-04,35287.78125000,
2021-07-05,33746.00390625,
2021-07-06,34235.19531250,1793.50000000
2021-07-07,33855.32812500,1801.50000000
2021-07-08,32877.37109375,1799.59997559
2021-07-09,33798.01171875,1810.00000000
2021-07-10,33520.51953125,
2021-07-11,34240.18750000,
2021-07-12,33155.84765625,1805.50000000
2021-07-13,32702.02539062,1809.40002441
2021-07-14,32822.34765625,1824.30004883
2021-07-15,31780.73046875,1828.40002441
2021-07-16,31421.53906250,1814.50000000
2021-07-17,31533.06835938,
2021-07-18,31796.81054688,
2021-07-19,30817.83203125,1808.69995117
2021-07-20,29807.34765625,1810.90002441
2021-07-21,32110.69335938,1802.90002441
2021-07-22,32313.10546875,1805.00000000
2021-07-23,33581.55078125,1801.40002441
2021-07-24,34292.44531250,
2021-07-25,35350.18750000,
2021-07-26,37337.53515625,1798.69995117
2021-07-27,39406.94140625,1799.50000000
2021-07-28,39995.90625000,1799.50000000
2021-07-29,40008.42187500,1831.19995117
2021-07-30,42235.54687500,1812.59997559
2021-07-31,41626.19531250,
2021-08-01,39974.89453125,
2021-08-02,39201.94531250,1818.09997559
2021-08-03,38152.98046875,1810.09997559
2021-08-04,39747.50390625,1810.50000000
2021-08-05,40869.55468750,1805.09997559
2021-08-06,42816.50000000,1760.00000000
2021-08-07,44555.80078125,
2021-08-08,43798.11718750,
2021-08-09,46365.40234375,1723.40002441
2021-08-10,45585.03125000,1728.80004883
2021-08-11,45593.63671875,1750.40002441
2021-08-12,44428.28906250,1749.00000000
2021-08-13,47793.32031250,1775.19995117
2021-08-14,47096.94531250,
2021-08-15,47047.00390625,
2021-08-16,46004.48437500,1786.90002441
2021-08-17,44695.35937500,1785.00000000
2021-08-18,44801.18750000,1781.59997559
2021-08-19,46717.57812500,1780.19995117
2021-08-20,49339.17578125,1781.00000000
2021-08-21,48905.49218750,
2021-08-22,49321.65234375,
2021-08-23,49546.14843750,1803.19995117
2021-08-24,47706.11718750,1805.59997559
2021-08-25,48960.78906250,1788.19995117
2021-08-26,46942.21875000,1792.19995117
2021-08-27,49058.66796875,1816.59997559
2021-08-28,48902.40234375,
2021-08-29,48829.83203125,
2021-08-30,47054.98437500,1809.00000000
2021-08-31,47166.68750000,1815.00000000
2021-09-01,48847.02734375,1813.09997559
2021-09-02,49327.72265625,1808.69995117
2021-09-03,50025.37500000,1830.90002441
2021-09-04,49944.62500000,
2021-09-05,51753.41015625,
2021-09-06,52633.53515625,
2021-09-07,46811.12890625,1795.90002441
2021-09-08,46091.39062500,1790.69995117
2021-09-09,46391.42187500,1797.40002441
2021-09-10,44883.91015625,1789.59997559
2021-09-11,45201.45703125,
2021-09-12,46063.26953125,
2021-09-13,44963.07421875,1792.00000000
2021-09-14,47092.49218750,1804.69995117
2021-09-15,48176.34765625,1792.40002441
2021-09-16,47783.35937500,1754.59997559
2021-09-17,47267.51953125,1749.40002441
2021-09-18,48278.36328125,
2021-09-19,47260.21875000,
2021-09-20,42843.80078125,1761.80004883
2021-09-21,40693.67578125,1776.00000000
2021-09-22,43574.50781250,1776.69995117
2021-09-23,44895.09765625,1747.69995117
2021-09-24,42839.75000000,1749.69995117
2021-09-25,42716.59375000,
2021-09-26,43208.53906250,
2021-09-27,42235.73046875,1750.00000000
2021-09-28,41034.54296875,1735.80004883
2021-09-29,41564.36328125,1721.50000000
2021-09-30,43790.89453125,1755.30004883
2021-10-01,48116.94140625,1757.00000000
2021-10-02,47711.48828125,
2021-10-03,48199.95312500,
2021-10-04,49112.90234375,1766.19995117
2021-10-05,51514.81250000,1759.59997559
2021-10-06,55361.44921875,1760.50000000
2021-10-07,53805.98437500,1757.90002441
2021-10-08,53967.84765625,1756.30004883
2021-10-09,54968.22265625,
2021-10-10,54771.57812500,
2021-10-11,57484.78906250,1754.59997559
2021-10-12,56041.05859375,1758.30004883
2021-10-13,57401.09765625,1793.69995117
2021-10-14,57321.52343750,1796.69995117
2021-10-15,61593.94921875,1767.19995117
2021-10-16,60892.17968750,
2021-10-17,61553.61718750,
2021-10-18,62026.07812500,1764.80004883
2021-10-19,64261.99218750,1769.69995117
2021-10-20,65992.83593750,1784.09997559
2021-10-21,62210.17187500,1781.19995117
2021-10-22,60692.26562500,1795.50000000
2021-10-23,61393.61718750,
2021-10-24,60930.83593750,
2021-10-25,63039.82421875,1806.00000000
2021-10-26,60363.79296875,1792.69995117
2021-10-27,58482.38671875,1797.90002441
2021-10-28,60622.13671875,1801.59997559
2021-10-29,62227.96484375,1783.00000000
2021-10-30,61888.83203125,
2021-10-31,61318.95703125,
2021-11-01,61004.40625000,1795.09997559
2021-11-02,63226.40234375,1788.69995117
2021-11-03,62970.04687500,1763.59997559
2021-11-04,61452.23046875,1793.00000000
2021-11-05,61125.67578125,1816.40002441
2021-11-06,61527.48046875,
2021-11-07,63326.98828125,
2021-11-08,67566.82812500,1827.40002441
2021-11-09,66971.82812500,1830.19995117
2021-11-10,64995.23046875,1847.59997559
2021-11-11,64949.96093750,1863.19995117
2021-11-12,64155.94140625,1867.90002441
2021-11-13,64469.52734375,
2021-11-14,65466.83984375,
2021-11-15,63557.87109375,1866.09997559
2021-11-16,60161.24609375,1853.59997559
2021-11-17,60368.01171875,1869.69995117
2021-11-18,56942.13671875,1861.00000000
2021-11-19,58119.57812500,1851.19995117
2021-11-20,59697.19531250,
2021-11-21,58730.47656250,
2021-11-22,56289.28906250,1806.00000000
2021-11-23,57569.07421875,1783.50000000
2021-11-24,56280.42578125,1784.09997559
2021-11-25,57274.67968750,
2021-11-26,53569.76562500,1785.30004883
2021-11-27,54815.07812500,
2021-11-28,57248.45703125,
2021-11-29,57806.56640625,1782.30004883
2021-11-30,57005.42578125,1773.59997559
2021-12-01,57229.82812500,1781.59997559
2021-12-02,56477.81640625,1760.69995117
2021-12-03,53598.24609375,1782.00000000
2021-12-04,49200.70312500,
2021-12-05,49368.84765625,
2021-12-06,50582.62500000,1777.50000000
2021-12-07,50700.08593750,1782.59997559
2021-12-08,50504.79687500,1783.40002441
2021-12-09,47672.12109375,1774.59997559
2021-12-10,47243.30468750,1782.90002441
2021-12-11,49362.50781250,
2021-12-12,50098.33593750,
2021-12-13,46737.48046875,1786.30004883
2021-12-14,46612.63281250,1770.40002441
2021-12-15,48896.72265625,1762.59997559
2021-12-16,47665.42578125,1796.59997559
2021-12-17,46202.14453125,1803.80004883
2021-12-18,46848.77734375,
2021-12-19,46707.01562500,
2021-12-20,46880.27734375,1793.69995117
2021-12-21,48936.61328125,1787.90002441
2021-12-22,48628.51171875,1801.59997559
2021-12-23,50784.53906250,1811.19995117
2021-12-24,50822.19531250,
2021-12-25,50429.85937500,
2021-12-26,50809.51562500,
2021-12-27,50640.41796875,1808.09997559
2021-12-28,47588.85546875,1810.19995117
2021-12-29,46444.71093750,1805.09997559
2021-12-30,47178.12500000,1812.69995117
2021-12-31,46306.44531250,1827.50000000
2022-01-01,47686.81250000,
2022-01-02,47345.21875000,
2022-01-03,46458.11718750,1799.40002441
2022-01-04,45897.57421875,1814.00000000
2022-01-05,43569.00390625,1824.59997559
2022-01-06,43160.92968750,1788.69995117
2022-01-07,41557.90234375,1797.00000000
2022-01-08,41733.94140625,
2022-01-09,41911.60156250,
2022-01-10,41821.26171875,1798.40002441
2022-01-11,42735.85546875,1818.59997559
2022-01-12,43949.10156250,1827.19995117
2022-01-13,42591.57031250,1821.19995117
2022-01-14,43099.69921875,1816.50000000
2022-01-15,43177.39843750,
2022-01-16,43113.87890625,
2022-01-17,42250.55078125,
2022-01-18,42375.63281250,1812.30004883
2022-01-19,41744.32812500,1843.09997559
2022-01-20,40680.41796875,1842.50000000
2022-01-21,36457.31640625,1831.80004883
2022-01-22,35030.25000000,
2022-01-23,36276.80468750,
2022-01-24,36654.32812500,1841.69995117
2022-01-25,36954.00390625,1852.69995117
2022-01-26,36852.12109375,1829.90002441
2022-01-27,37138.23437500,1793.30004883
2022-01-28,37784.33203125,1784.90002441
2022-01-29,38138.17968750,
2022-01-30,37917.60156250,
2022-01-31,38483.12500000,1795.00000000
2022-02-01,38743.27343750,1800.30004883
2022-02-02,36952.98437500,1809.19995117
2022-02-03,37154.60156250,1803.00000000
2022-02-04,41500.87500000,1806.59997559
2022-02-05,41441.16406250,
2022-02-06,42412.43359375,
2022-02-07,43840.28515625,1820.59997559
2022-02-08,44118.44531250,1826.59997559
2022-02-09,44338.79687500,1835.19995117
2022-02-10,43565.11328125,1836.19995117
2022-02-11,42407.93750000,1840.80004883
2022-02-12,42244.46875000,
2022-02-13,42197.51562500,
2022-02-14,42586.91796875,1868.00000000
2022-02-15,44575.20312500,1854.80004883
2022-02-16,43961.85937500,1870.19995117
2022-02-17,40538.01171875,1900.69995117
2022-02-18,40030.97656250,1898.59997559
2022-02-19,40122.15625000,
2022-02-20,38431.37890625,
2022-02-21,37075.28125000,
2022-02-22,38286.02734375,1906.09997559
2022-02-23,37296.57031250,1909.19995117
2022-02-24,38332.60937500,1925.09997559
2022-02-25,39214.21875000,1886.50000000
2022-02-26,39105.14843750,
2022-02-27,37709.78515625,
2022-02-28,43193.23437500,1899.40002441
2022-03-01,44354.63671875,1942.40002441
2022-03-02,43924.11718750,1920.90002441
2022-03-03,42451.78906250,1934.40002441
2022-03-04,39137.60546875,1965.09997559
2022-03-05,39400.58593750,
2022-03-06,38419.98437500,
2022-03-07,38062.03906250,1993.90002441
2022-03-08,38737.26953125,2040.09997559
2022-03-09,41982.92578125,1985.90002441
2022-03-10,39437.46093750,1998.09997559
2022-03-11,38794.97265625,1982.69995117
2022-03-12,38904.01171875,
2022-03-13,37849.66406250,
2022-03-14,39666.75390625,1959.59997559
2022-03-15,39338.78515625,1928.50000000
2022-03-16,41143.92968750,1908.00000000
2022-03-17,40951.37890625,1942.09997559
2022-03-18,41801.15625000,1928.19995117
2022-03-19,42190.65234375,
2022-03-20,41247.82421875,
2022-03-21,41077.99609375,1928.59997559
2022-03-22,42358.80859375,1920.69995117
2022-03-23,42892.95703125,1936.59997559
2022-03-24,43960.93359375,1961.59997559
2022-03-25,44348.73046875,1953.80004883
2022-03-26,44500.82812500,
2022-03-27,46820.49218750,
2022-03-28,47128.00390625,1939.59997559
2022-03-29,47465.73046875,1912.00000000
2022-03-30,47062.66406250,1933.50000000
2022-03-31,45538.67578125,1949.19995117
2022-04-01,46281.64453125,1919.09997559
2022-04-02,45868.94921875,
2022-04-03,46453.56640625,
2022-04-04,46622.67578125,1929.19995117
2022-04-05,45555.99218750,1922.90002441
2022-04-06,43206.73828125,1918.40002441
2022-04-07,43503.84765625,1933.80004883
2022-04-08,42287.66406250,1941.59997559
2022-04-09,42782.13671875,
2022-04-10,42207.67187500,
2022-04-11,39521.90234375,1944.30004883
2022-04-12,40127.18359375,1972.09997559
2022-04-13,41166.73046875,1981.00000000
2022-04-14,39935.51562500,1970.90002441
2022-04-15,40553.46484375,
2022-04-16,40424.48437500,
2022-04-17,39716.95312500,
2022-04-18,40826.21484375,1982.90002441
2022-04-19,41502.75000000,1955.69995117
2022-04-20,41374.37890625,1952.30004883
2022-04-21,40527.36328125,1944.90002441
2022-04-22,39740.32031250,1931.00000000
2022-04-23,39486.73046875,
2022-04-24,39469.29296875,
2022-04-25,40458.30859375,1893.19995117
2022-04-26,38117.46093750,1901.40002441
2022-04-27,39241.12109375,1885.90002441
2022-04-28,39773.82812500,1888.69995117
2022-04-29,38609.82421875,1909.30004883
2022-04-30,37714.87500000,
2022-05-01,38469.09375000,
2022-05-02,38529.32812500,1861.80004883
2022-05-03,37750.45312500,1868.80004883
2022-05-04,39698.37109375,1867.00000000
2022-05-05,36575.14062500,1874.00000000
2022-05-06,36040.92187500,1881.19995117
2022-05-07,35501.95312500,
2022-05-08,34059.26562500,
2022-05-09,30296.95312500,1857.09997559
2022-05-10,31022.90625000,1839.90002441
2022-05-11,28936.35546875,1852.59997559
2022-05-12,29047.75195312,1823.80004883
2022-05-13,29283.10351562,1807.40002441
2022-05-14,30101.26562500,
2022-05-15,31305.11328125,
2022-05-16,29862.91796875,1813.50000000
2022-05-17,30425.85742188,1818.19995117
2022-05-18,28720.27148438,1815.90002441
2022-05-19,30314.33398438,1841.19995117
2022-05-20,29200.74023438,1841.80004883
2022-05-21,29432.22656250,
2022-05-22,30323.72265625,
2022-05-23,29098.91015625,1847.80004883
2022-05-24,29655.58593750,1865.09997559
2022-05-25,29562.36132812,1846.19995117
2022-05-26,29267.22460938,1847.40002441
2022-05-27,28627.57421875,1851.30004883
2022-05-28,28814.90039062,
2022-05-29,29445.95703125,
2022-05-30,31726.39062500,
2022-05-31,31792.31054688,1842.69995117
2022-06-01,29799.08007812,1843.30004883
2022-06-02,30467.48828125,1866.50000000
2022-06-03,29704.39062500,1845.40002441
2022-06-04,29832.91406250,
2022-06-05,29906.66210938,
2022-06-06,31370.67187500,1839.19995117
2022-06-07,31155.47851562,1847.50000000
2022-06-08,30214.35546875,1851.90002441
2022-06-09,30111.99804688,1848.80004883
2022-06-10,29083.80468750,1871.50000000
2022-06-11,28360.81054688,
2022-06-12,26762.64843750,
2022-06-13,22487.38867188,1828.00000000
2022-06-14,22206.79296875,1809.50000000
2022-06-15,22572.83984375,1815.30004883
2022-06-16,20381.65039062,1845.69995117
2022-06-17,20471.48242188,1835.59997559
2022-06-18,19017.64257812,
2022-06-19,20553.27148438,
2022-06-20,20599.53710938,
2022-06-21,20710.59765625,1834.59997559
2022-06-22,19987.02929688,1834.30004883
2022-06-23,21085.87695312,1825.69995117
2022-06-24,21231.65625000,1826.50000000
2022-06-25,21502.33789062,
2022-06-26,21027.29492188,
2022-06-27,20735.47851562,1820.90002441
2022-06-28,20280.63476562,1817.50000000
2022-06-29,20104.02343750,1813.69995117
2022-06-30,19784.72656250,1804.09997559
2022-07-01,19269.36718750,1798.90002441
2022-07-02,19242.25585938,
2022-07-03,19297.07617188,
2022-07-04,20231.26171875,
2022-07-05,20190.11523438,1761.80004883
2022-07-06,20548.24609375,1734.90002441
2022-07-07,21637.58789062,1737.90002441
2022-07-08,21731.11718750,1740.59997559
2022-07-09,21592.20703125,
2022-07-10,20860.44921875,
2022-07-11,19970.55664062,1730.00000000
2022-07-12,19323.91406250,1723.30004883
2022-07-13,20212.07421875,1734.19995117
2022-07-14,20569.91992188,1704.50000000
2022-07-15,20836.32812500,1702.40002441
2022-07-16,21190.31640625,
2022-07-17,20779.34375000,
2022-07-18,22485.68945312,1709.19995117
2022-07-19,23389.43359375,1710.00000000
2022-07-20,23231.73242188,1699.50000000
2022-07-21,23164.62890625,1712.69995117
2022-07-22,22714.97851562,1727.09997559
2022-07-23,22465.47851562,
2022-07-24,22609.16406250,
2022-07-25,21361.70117188,1719.00000000
2022-07-26,21239.75390625,1717.69995117
2022-07-27,22930.54882812,1719.09997559
2022-07-28,23843.88671875,1750.30004883
2022-07-29,23804.63281250,1762.90002441
2022-07-30,23656.20703125,
2022-07-31,23336.89648438,
2022-08-01,23314.19921875,1769.00000000
2022-08-02,22978.11718750,1771.09997559
2022-08-03,22846.50781250,1758.00000000
2022-08-04,22630.95703125,1788.50000000
2022-08-05,23289.31445312,1772.90002441
2022-08-06,22961.27929688,
2022-08-07,23175.89062500,
2022-08-08,23809.48632812,1786.80004883
2022-08-09,23164.31835938,1794.00000000
2022-08-10,23947.64257812,1795.59997559
2022-08-11,23957.52929688,1789.69995117
2022-08-12,24402.81835938,1798.59997559
2022-08-13,24424.06835938,
2022-08-14,24319.33398438,
2022-08-15,24136.97265625,1781.40002441
2022-08-16,23883.29101562,1773.19995117
2022-08-17,23335.99804688,1760.30004883
2022-08-18,23212.73828125,1755.30004883
2022-08-19,20877.55273438,1747.59997559
2022-08-20,21166.06054688,
2022-08-21,21534.12109375,
2022-08-22,21398.90820312,1734.00000000
2022-08-23,21528.08789062,1746.80004883
2022-08-24,21395.01953125,1747.80004883
2022-08-25,21600.90429688,1757.69995117
2022-08-26,20260.01953125,1736.09997559
2022-08-27,20041.73828125,
2022-08-28,19616.81445312,
2022-08-29,20297.99414062,1736.59997559
2022-08-30,19796.80859375,1723.19995117
2022-08-31,20049.76367188,1712.80004883
2022-09-01,20127.14062500,1696.59997559
2022-09-02,19969.77148438,1709.80004883
2022-09-03,19832.08789062,
2022-09-04,19986.71289062,
2022-09-05,19812.37109375,
2022-09-06,18837.66796875,1700.40002441
2022-09-07,19290.32421875,1715.30004883
2022-09-08,19329.83398438,1708.00000000
2022-09-09,21381.15234375,1716.19995117
2022-09-10,21680.53906250,
2022-09-11,21769.25585938,
2022-09-12,22370.44921875,1728.09997559
2022-09-13,20296.70703125,1705.00000000
2022-09-14,20241.08984375,1696.50000000
2022-09-15,19701.21093750,1665.40002441
2022-09-16,19772.58398438,1671.69995117
2022-09-17,20127.57617188,
2022-09-18,19419.50585938,
2022-09-19,19544.12890625,1666.19995117
2022-09-20,18890.78906250,1659.69995117
2022-09-21,18547.40039062,1664.59997559
2022-09-22,19413.55078125,1670.80004883
2022-09-23,19297.63867188,1645.30004883
2022-09-24,18937.01171875,
2022-09-25,18802.09765625,
2022-09-26,19222.67187500,1623.30004883
2022-09-27,19110.54687500,1626.69995117
2022-09-28,19426.72070312,1660.40002441
2022-09-29,19573.05078125,1658.50000000
2022-09-30,19431.78906250,1662.40002441
2022-10-01,19312.09570312,
2022-10-02,19044.10742188,
2022-10-03,19623.58007812,1692.90002441
2022-10-04,20336.84375000,1721.09997559
2022-10-05,20160.71679688,1711.40002441
2022-10-06,19955.44335938,1711.69995117
2022-10-07,19546.84960938,1700.50000000
2022-10-08,19416.56835938,
2022-10-09,19446.42578125,
2022-10-10,19141.48437500,1667.30004883
2022-10-11,19051.41796875,1678.69995117
2022-10-12,19157.44531250,1670.30004883
2022-10-13,19382.90429688,1670.00000000
2022-10-14,19185.65625000,1641.69995117
2022-10-15,19067.63476562,
2022-10-16,19268.09375000,
2022-10-17,19550.75781250,1657.00000000
2022-10-18,19334.41601562,1649.00000000
2022-10-19,19139.53515625,1627.50000000
2022-10-20,19053.74023438,1630.80004883
2022-10-21,19172.46875000,1651.00000000
2022-10-22,19208.18945312,
2022-10-23,19567.00781250,
2022-10-24,19345.57226562,1648.69995117
2022-10-25,20095.85742188,1652.80004883
2022-10-26,20770.44140625,1664.00000000
2022-10-27,20285.83593750,1660.69995117
2022-10-28,20595.35156250,1639.59997559
2022-10-29,20818.47656250,
2022-10-30,20635.60351562,
2022-10-31,20495.77343750,1635.90002441
2022-11-01,20485.27343750,1645.00000000
2022-11-02,20159.50390625,1645.69995117
2022-11-03,20209.98828125,1627.30004883
2022-11-04,21147.23046875,1672.50000000
2022-11-05,21282.69140625,
2022-11-06,20926.48632812,
2022-11-07,20602.81640625,1676.50000000
2022-11-08,18541.27148438,1712.09997559
2022-11-09,15880.78027344,1710.09997559
2022-11-10,17586.77148438,1750.30004883
2022-11-11,17034.29296875,1766.00000000
2022-11-12,16799.18554688,
2022-11-13,16353.36523438,
2022-11-14,16618.19921875,1773.59997559
2022-11-15,16884.61328125,1773.80004883
2022-11-16,16669.43945312,1773.00000000
2022-11-17,16687.51757812,1760.80004883
2022-11-18,16697.77734375,1751.90002441
2022-11-19,16711.54687500,
2022-11-20,16291.83203125,
2022-11-21,15787.28417969,1737.40002441
2022-11-22,16189.76953125,1738.30004883
2022-11-23,16610.70703125,1744.90002441
2022-11-24,16604.46484375,
2022-11-25,16521.84179688,1753.30004883
2022-11-26,16464.28125000,
2022-11-27,16444.62695312,
2022-11-28,16217.32226562,1740.09997559
2022-11-29,16444.98242188,1748.40002441
2022-11-30,17168.56640625,1746.00000000
2022-12-01,16967.13281250,1801.09997559
2022-12-02,17088.66015625,1795.90002441
2022-12-03,16908.23632812,
2022-12-04,17130.48632812,
2022-12-05,16974.82617188,1767.40002441
2022-12-06,17089.50390625,1769.30004883
2022-12-07,16848.12695312,1785.50000000
2022-12-08,17233.47460938,1788.69995117
2022-12-09,17133.15234375,1798.09997559
2022-12-10,17128.72460938,
2022-12-11,17104.19335938,
2022-12-12,17206.43750000,1780.50000000
2022-12-13,17781.31835938,1813.90002441
2022-12-14,17815.65039062,1807.50000000
2022-12-15,17364.86523438,1777.19995117
2022-12-16,16647.48437500,1790.00000000
2022-12-17,16795.09179688,
2022-12-18,16757.97656250,
2022-12-19,16439.67968750,1787.69995117
2022-12-20,16906.30468750,1815.90002441
2022-12-21,16817.53515625,1815.90002441
2022-12-22,16830.34179688,1787.00000000
2022-12-23,16796.95312500,1795.90002441
2022-12-24,16847.75585938,
2022-12-25,16841.98632812,
2022-12-26,16919.80468750,
2022-12-27,16717.17382812,1814.80004883
2022-12-28,16552.57226562,1807.90002441
2022-12-29,16642.34179688,1819.50000000
2022-12-30,16602.58593750,1819.69995117
2022-12-31,16547.49609375,
2023-01-01,16625.08007812,
2023-01-02,16688.47070312,
2023-01-03,16679.85742188,1839.69995117
2023-01-04,16863.23828125,1852.80004883
2023-01-05,16836.73632812,1834.80004883
2023-01-06,16951.96875000,1864.19995117
2023-01-07,16955.07812500,
2023-01-08,17091.14453125,
2023-01-09,17196.55468750,1872.69995117
2023-01-10,17446.29296875,1871.59997559
2023-01-11,17934.89648438,1874.59997559
2023-01-12,18869.58789062,1895.50000000
2023-01-13,19909.57421875,1918.40002441
2023-01-14,20976.29882812,
2023-01-15,20880.79882812,
2023-01-16,21169.63281250,
2023-01-17,21161.51953125,1907.19995117
2023-01-18,20688.78125000,1904.40002441
2023-01-19,21086.79296875,1922.09997559
2023-01-20,22676.55273438,1926.40002441
2023-01-21,22777.62500000,
2023-01-22,22720.41601562,
2023-01-23,22934.43164062,1927.09997559
2023-01-24,22636.46875000,1933.90002441
2023-01-25,23117.85937500,1941.19995117
2023-01-26,23032.77734375,1929.09997559
